ID,COUNT AREA,MONTH,DAY,YEAR,START TIME,END TIME,OBSERVERS,AWPE,GBHE,GREG,SNEG,BCNH,WTKI,NOHA,RTHA,RSHA,RLHA,SSHA,COHA,AMKE,MERL,PEFA,BBPL,PAGP,AMGP,LEGP,SNPL,SEPL,KILL,BLOY,AMAV,GRYE,LEYE,YELL,WILL,WATA,SPSA,WHIM,LBCU,MAGO,RUTU,BLTU,SURF,REKN,SAND,WESA,LESA,LWSA,BASA,DUNL,PEEP,SBDO,LBDO,DOSP,COSN,RNPH,REPH,PHAL,FEHA,OSPR,NOTES & OTHER SPECIES,PROOFED,ENTERED BY,WIPH,BAEA,SSCOHA,GOEA,SEOW,GRHE,AMBI,PESA,SESA,RUFF
2209,BRB,8,26,2011,930,1015,"G BISHOP, E BLUSTEIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,3,0,0,0,0,0,0,54,0,0,1,0,965,0,0,0,0,145,0,9,0,0,0,0,27,0,0,0,0,0,0,0,0,,EPP,BKW,,,,,,,,,,
2210,SPT,8,26,2011,900,920,"G BISHOP, E BLUSTEIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,EPP,BKW,,,,,,,,,,
2211,WCD,8,26,2011,900,1015,J KELLY,73,1,13,8,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,5,0,0,0,3,0,0,149,0,0,0,0,553,2,6,0,4,0,240,150,0,0,0,0,0,0,8,0,0,0,0,0,1,CASPIAN TERN: 3,EPP,BKW,,,,,,,,,,
2212,CGP,8,26,2011,859,1018,J CORNING,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,EPP,BKW,,,,,,,,,,
2213,TPT,8,26,2011,900,1030,P WOODWORTH,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,502,0,0,0,0,4,134,22,0,0,0,18,0,0,0,0,0,0,0,0,0,,EPP,BKW,,,,,,,,,,
2214,WHG,8,26,2011,1042,1048,E CONDESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEKI: 1,EPP,BKW,,,,,,,,,,
2215,WHG,11,16,2011,1015,,"S MILLUS, C KAMM",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,KINGFISHER: 1,epp,BKW,,,,,,,,,,
2216,CGP,11,16,2011,1005,1115,J CORNING,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2217,WCD,11,16,2011,1010,1113,"J KELLY, E CONDESO",1,1,8,3,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,13,6,0,0,3,0,0,76,0,0,0,0,148,0,1,0,0,297,175,992,0,0,3820,0,0,0,0,0,0,0,0,0,1,,epp,BKW,,,,,,,,,,
2218,TPT,11,16,2011,1000,1130,"G MUGELE, K MUGELE",7,0,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2219,BRB,11,16,2011,1025,1100,"G BISHOP, E BLUSTEIN, J ERICKSON",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,875,0,3,0,4,17,0,16,0,0,5,0,0,0,10,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2220,SPT,11,16,2011,1000,1010,"G BISHOP, E BLUSTEIN, J ERICKSON",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2221,LAW,11,16,2011,1110,1130,"G BISHOP, E BLUSTEIN, J ERICKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2222,GWM,11,16,2011,1010,1110,"J LONGSTRETH, C LONGSTRETH",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2223,GWE,11,16,2011,1000,1120,"P PYLE, R VACHA",0,1,16,7,0,0,0,1,1,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,43,1,0,0,0,0,0,0,93,0,0,0,0,0,950,1800,0,0,155,0,30,240,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2224,GWT,11,16,2011,945,1145,"J LONGSTRETH, C LONGSTRETH",0,1,1,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2225,GWW,11,16,2011,1000,1130,"T WHITE, P WATSON",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,RAIL (SORA?): 1,epp,BKW,,,,,,,,,,
2226,BIV,11,16,2011,1000,1130,W WILSON,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2227,WPT,11,16,2011,1000,1130,"J LAMPHIER, D MURPHY",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PACIFIC LOON: 1,epp,BKW,,,,,,,,,,
2228,MMG,11,16,2011,1000,1130,"L BLUMIN, D REINBERG",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BROWN PELICAN: 3,epp,BKW,,,,,,,,,,
2229,INV,11,16,2011,1124,1140,"C KAMM, S MILLUS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,epp,BKW,,,,,,,,,,
2230,GWE,12,1,2011,1330,1445,P PYLE,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,29,0,0,0,0,0,77,1205,0,0,14,0,0,0,260,0,0,0,0,0,0,TUVU: 1.,epp,BKW,,,,,,,,,,
2231,GWT,12,1,2011,,,J EVENS,0,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,AMER BITTERN: 1; YELLOW RAIL: 1; BELTED KINGFISHER: 1,epp,BKW,,,,,,,1,,,
2232,GWM,12,1,2011,,,J EVENS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,BONAPARTE'S GULL: 3,epp,BKW,,,,,,,,,,
2233,GWW,12,1,2011,1330,1500,"J LONGSTRETH, C LONGSTRETH",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2234,LAW,12,1,2011,1450,1500,"G BISHOP, J ERICKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2235,BRB,12,1,2011,1350,1445,"G BISHOP, J ERICKSON",1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,515,0,0,0,0,100,28,9,0,0,218,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2236,WCD,12,1,2011,1340,1440,J KELLY,0,1,18,9,0,0,1,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,250,150,250,0,0,3275,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2237,TPT,12,1,2011,1330,1434,"P WOODWORTH, C KUELPER",0,1,7,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2238,SPT,12,1,2011,1330,1340,"G BISHOP, J ERICKSON",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2239,WHG,12,1,2011,1330,1350,S MILLUS,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,84,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2240,WPT,12,1,2011,1330,1455,"D MURPHY, J LAMPHIER",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1 BAEA recorded for Bivalve,epp,BKW,,,,,,,,,,
2241,BIV,12,1,2011,1330,1435,"R CURRIE, W WILSON",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,80,0,0,0,0,0,45,65,0,0,4,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,1,,,,,,,,
2242,INV,12,1,2011,1431,1451,S MILLUS,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2243,MMG,12,1,2011,1330,1500,"L BLUMIN, D REINBERG",0,4,9,3,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,0,10,0,0,0,0,0,0,20,305,0,14,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,,,,,,,,
2244,CGP,12,1,2011,1330,1445,"T GILBERT, J CORNING",0,1,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,,,1,,,,,,,
2245,WHG,12,16,2011,1230,1300,"CKLEIN, S POIRIER-KLEIN",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2246,BRB,12,16,2011,1250,1330,"G BISHOP, E BLUSTEIN, J ERICKSON",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,0,0,0,197,0,3,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2247,MMG,12,16,2011,1230,1345,"L BLUMIN, D REINBERG",1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2248,SPT,12,16,2011,1230,1237,"G BISHOP, E BLUSTEIN, J ERICKSON",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2249,LAW,12,16,2011,1332,1400,"G BISHOP, E BLUSTEIN, J ERICKSON",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2250,TPT,12,16,2011,1230,1330,"P WOODWORTH, C KUELPER",0,1,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,26,0,0,0,0,6,0,400,0,0,6,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2251,WCD,12,16,2011,1230,1330,J KELLY,1,1,8,8,0,0,0,0,0,0,0,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,260,0,32,0,0,350,100,600,0,0,4500,0,0,0,0,1,0,0,0,0,1,CORA: 6,Epp,BKW,,,,,,,,,,
2252,CGP,12,16,2011,1226,1400,"J CORNING, S MILLUS",0,5,38,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2253,WPT,12,16,2011,1230,1400,D MURPHY,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2254,INV,12,16,2011,1330,1500,"C KLEIN, S POIRIER-KLEIN",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2255,BIV,12,16,2011,1230,1355,"G MUGELE, K MUGELE",0,1,4,4,0,1,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,4,0,0,35,0,0,0,0,0,0,0,17,0,0,0,0,0,24,174,0,0,7,0,0,0,0,1,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2256,GWW,12,16,2011,1230,1400,"J LONGSTRETH, C LONGSTRETH",0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,VIRA: 1; BLRA: 1,Epp,BKW,,,,,,,,,,
2257,GWE,12,16,2011,1230,1345,"P PYLE, R FOREST",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,45,0,0,0,0,0,30,655,0,0,17,0,127,264,0,0,0,0,0,0,0,TUVU: 5,Epp,BKW,,,,,,,,,,
2258,GWM,12,16,2011,,,J EVENS,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,60,0,0,0,0,0,0,421,0,0,0,0,0,0,10,5,0,0,0,0,0,,Epp,BKW,,,,,,,,,,
2259,GWT,12,16,2011,,,J EVENS,0,1,2,0,0,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,1,31,0,0,0,0,0,0,12,5,0,0,0,0,0,BEKI: 2; TUVU: 4,Epp,BKW,,,,,,,,,,
2260,GWE,1,26,2012,1030,1145,P PYLE,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,68,0,0,0,0,0,28,1520,0,0,24,0,129,315,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2261,GWM,1,26,2012,,,J EVENS,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,103,0,0,0,0,1,18,500,0,0,8,0,35,20,50,1,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2262,GWT,1,26,2012,,,J EVENS,0,0,4,1,0,5,1,2,1,0,0,0,0,0,2,2,0,0,0,0,1,8,0,0,3,0,0,0,0,0,0,0,70,0,0,0,0,0,5,120,0,0,5,0,20,8,25,3,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2263,GWW,1,26,2012,1035,1200,"J LONGSTRETH, C LONGSTRETH",0,0,2,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2264,WPT,1,26,2012,1040,1200,"J LAMPHIER, D MURPHY",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,43,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2265,INV,1,26,2012,1118,1142,S MILLUS,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2266,BIV,1,26,2012,1030,1200,"G MUGELE, K MUGELE",0,2,1,4,0,2,1,2,0,0,1,0,0,0,1,52,0,0,0,0,0,0,0,0,6,0,0,15,0,3,0,0,60,0,0,0,0,0,108,12,0,0,75,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,1,,,,,,
2267,MMG,1,26,2012,1030,1145,"L BLUMIN, D REINBERG",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2268,CGP,1,26,2012,1030,1130,T GILBERT,0,1,3,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,CAEG: 2,epp,BKW,0,0,0,,,,,,,
2269,SPT,1,26,2012,1030,1045,"E BLUSTEIN, J ERICKSON",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2270,LAW,1,26,2012,1120,1200,"E BLUSTEIN, J ERICKSON",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,3,0,0,0,0,118,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2271,BRB,1,26,2012,1050,1115,"E BLUSTEIN, J ERICKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,604,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2272,TPT,1,26,2012,1030,1200,"P WOODWORTH, C KUELPER",0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,58,113,0,0,0,165,0,400,0,0,10,0,0,10,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2273,WCD,1,26,2012,1030,1130,J KELLY,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,490,0,0,0,0,150,100,450,0,0,2050,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2274,WHG,1,26,2012,1031,1045,S MILLUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,,,,,,,
2275,GWE,2,10,2012,1015,1220,R STALLCUP,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,47,0,0,0,0,5,2,0,0,4,0,0,3,0,0,0,0,42,0,0,0,0,0,0,840,0,0,88,0,4,60,58,2,0,0,0,0,2,,epp,BKW,0,0,0,0,0,0,,,,
2276,GWM,2,10,2012,1015,1230,MA FLETT,0,2,6,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,1,"OBSERVATIONS IN GWT AND GWM POOLED/RECORDED IN GWM RECORD, EXCEPT WISN, GRHE, AND SEOW",epp,BKW,0,0,0,0,0,0,,,,
2277,INV,2,10,2012,1110,1125,S MILLUS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2278,WCD,2,10,2012,1015,1115,J KELLY,0,0,2,15,0,0,1,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,535,0,12,0,4,91,0,280,0,0,1920,0,0,0,0,0,0,0,0,0,1,,epp,BKW,0,0,0,0,0,0,,,,
2279,BRB,2,10,2012,1042,1120,"G BISHOP, J ERICKSON, G MUGELE, K MUGELE",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,240,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2280,SPT,2,10,2012,1015,1040,"G BISHOP, J ERICKSON, G MUGELE, K MUGELE",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2281,GWT,2,10,2012,1015,1230,MA FLETT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,"OBSERVATIONS IN GWT AND GWM POOLED/RECORDED IN GWM RECORD, EXCEPT WISN, GRHE, AND SEOW",epp,BKW,0,0,0,0,1,1,,,,
2283,BIV,2,10,2012,1015,1130,"W WILSON, R CURRIE",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,24,0,0,0,0,40,0,0,0,0,0,0,250,0,0,12,0,0,0,0,0,0,0,0,0,1,,epp,BKW,0,0,0,0,0,0,,,,
2284,WPT,2,10,2012,1015,1140,"D MURPHY, J LAMPHIER",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,76,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,0,1,72,0,0,0,0,0,0,,epp,BKW,0,1,0,0,0,0,,,,
2285,LAW,2,10,2012,1120,1145,"G BISHOP, J ERICKSON, G MUGELE, K MUGELE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,17,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2286,TPT,2,10,2012,1015,1115,"P WOODSWORTH, C KUELPER",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,166,0,38,0,0,281,21,110,0,0,4,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2287,WHG,2,10,2012,1016,1025,S MILLUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2288,CGP,2,10,2012,1015,1140,"T GILBERT, J CORNING",0,1,9,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,1,0,0,0,,,,
2289,MMG,2,10,2012,1015,1130,"L BLUMIN, D REINBERG",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,12,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2290,BIV,2,23,2012,920,1047,"W WILSON, R CURRIE",0,7,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
2291,WPT,2,23,2012,930,1055,"J LAMPHIER, D MURPHY",0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,31,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SWAMP SPARROW: 1,epp,BKW,0,0,0,0,0,0,,,,
2292,INV,2,23,2012,1023,1058,S MILLUS,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,epp,BKW,0,0,0,0,0,0,,,,
